track_id,spotify_id,title,track_artist,release_year,loudness,mode_name,decade
spotify:track:3g3PQ6TTd6Dnb4zt2d8B9S,3g3PQ6TTd6Dnb4zt2d8B9S,Everything She Wants,Wham!,1984,-9.496,minor,1980
spotify:track:6ANCLKKUMPt0vfRdYQAqcd,6ANCLKKUMPt0vfRdYQAqcd,Walking On The Edge,Scorpions,1988,-4.916,major,1980
spotify:track:6hazdpTPlt5W2BTCGYKBoj,6hazdpTPlt5W2BTCGYKBoj,Delirious,Prince,1982,-16.656,major,1980
spotify:track:41gBEkVcxU4FSjVpOGWxsB,41gBEkVcxU4FSjVpOGWxsB,Wild Wild West,Kool Moe Dee,1987,-11.089,major,1980
spotify:track:7r6KRHz2HAjoaBQCtQJfzR,7r6KRHz2HAjoaBQCtQJfzR,Here I Go Again - 20th Anniversary Remaster,Whitesnake,1987,-4.121,major,1980
spotify:track:6fAADiK2jnjdm5QRI7hSYc,6fAADiK2jnjdm5QRI7hSYc,When We Was Fab - 2004 Mix,George Harrison,1987,-9.088,major,1980
spotify:track:5lWFrW5T3JtxVCLDb7etPu,5lWFrW5T3JtxVCLDb7etPu,Bad - 2012 Remaster,Michael Jackson,1987,-3.786,major,1980
spotify:track:2WNP92cnREKAU4PmzwfKvf,2WNP92cnREKAU4PmzwfKvf,Same Old Song and Dance,Aerosmith,1980,-8.427,major,1980
spotify:track:3fCqWsYPCPdLteUpeIOeyQ,3fCqWsYPCPdLteUpeIOeyQ,Let's Wait Awhile,Janet Jackson,1986,-17.243,major,1980
spotify:track:72hcFp4tYkd3dbNA9dZ3Pv,72hcFp4tYkd3dbNA9dZ3Pv,Bad Medicine,Bon Jovi,1988,-3.804,major,1980
spotify:track:06luxtMuY4HXVpfWIK0rjw,06luxtMuY4HXVpfWIK0rjw,Russian Radio,Red Flag,1989,-11.908,major,1980
spotify:track:72ZeHD0lrIIBDlaZefI4bf,72ZeHD0lrIIBDlaZefI4bf,Remember the Brightness,オメガトライブ,1985,-3.679,minor,1980
spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,7dQC53NiYOY9gKg3Qsu2Bs,All Out of Love,Air Supply,1980,-16.875,major,1980
spotify:track:7aHRctaQ7vjxVTVmY8OhAA,7aHRctaQ7vjxVTVmY8OhAA,We Built This City,Starship,1985,-4.897,major,1980
spotify:track:0XdwNwmKWdMmSWdsxt8rFS,0XdwNwmKWdMmSWdsxt8rFS,Paddling To You,オメガトライブ,1983,-6.22,major,1980
spotify:track:6ZkCW6AT0fPg6Oi6f5hS8L,6ZkCW6AT0fPg6Oi6f5hS8L,Ipanema Rain,1986 Omega Tribe,1987,-14.141,major,1980
spotify:track:70Z9t1qhytWtG4cCmmi7mU,70Z9t1qhytWtG4cCmmi7mU,I Wanna Rock,Twisted Sister,1984,-2.97,major,1980
spotify:track:0DnA2DyUwy0W4xMYtRxocL,0DnA2DyUwy0W4xMYtRxocL,Who Can It Be Now?,Men At Work,1981,-7.392,major,1980
spotify:track:5gFW8TiJAyPwjQAMuwR2dB,5gFW8TiJAyPwjQAMuwR2dB,Perfect Machine,Herbie Hancock,1988,-4.13,minor,1980
spotify:track:6KIKRz9eSTXdNsGUnomdtW,6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,N.W.A.,1988,-9.484,major,1980
spotify:track:471SXWs7Ko4d2rkKOk7oPF,471SXWs7Ko4d2rkKOk7oPF,Alive And Kicking,Simple Minds,1985,-6.614,major,1980
spotify:track:07CyrZF9eVd02zzIse7tZA,07CyrZF9eVd02zzIse7tZA,In Between Days - 2006 Remaster,The Cure,1985,-6.246,major,1980
spotify:track:5TM2eqdzfWPHklI7YnBmsD,5TM2eqdzfWPHklI7YnBmsD,Blister in the Sun - 2002 Remastered Version,Violent Femmes,1983,-19.846,major,1980
spotify:track:2SFq0UIiBWkBgky0fkrHP0,2SFq0UIiBWkBgky0fkrHP0,What Have You Done For Me Lately,Janet Jackson,1986,-12.408,major,1980
spotify:track:5X0bLSho0KTiSQYCI0IOcl,5X0bLSho0KTiSQYCI0IOcl,Dr. Feelgood,Mötley Crüe,1989,-5.105,major,1980
spotify:track:6vYK729O29XnvQqPWyLPfe,6vYK729O29XnvQqPWyLPfe,It's a Sin - 2001 Remaster,Pet Shop Boys,1987,-5.928,minor,1980
spotify:track:2w4EpqGasrz9qdTwocx54t,2w4EpqGasrz9qdTwocx54t,Open Arms,Journey,1981,-13.214,major,1980
spotify:track:3QZ7uX97s82HFYSmQUAN1D,3QZ7uX97s82HFYSmQUAN1D,Tom Sawyer,Rush,1981,-7.211,major,1980
spotify:track:7b4yGtR0rujvLi5EBfKKJ2,7b4yGtR0rujvLi5EBfKKJ2,Take Me Home Tonight,Eddie Money,1986,-9.911,major,1980
spotify:track:0kFM6t9htbB53Dg8frGDGh,0kFM6t9htbB53Dg8frGDGh,Kiss Me Deadly,Lita Ford,1988,-10.846,major,1980
spotify:track:505lCWNDROW6OMK02H8SPw,505lCWNDROW6OMK02H8SPw,Lonely Is The Night,Billy Squier,1981,-11.286,major,1980
spotify:track:2avaSeKHI5l4sLruVfLdi2,2avaSeKHI5l4sLruVfLdi2,"Burning Heart - From ""Rocky IV"" Soundtrack",Survivor,1985,-7.43,minor,1980
spotify:track:4aOjDKk1s5hlsEY5ZhhX3l,4aOjDKk1s5hlsEY5ZhhX3l,My Hooptie,Sir Mix-A-Lot,1989,-12.128,major,1980
spotify:track:5qYBigLezS1D4IvivEKYVX,5qYBigLezS1D4IvivEKYVX,Girl's Got It Goin' On,Michael Cooper,1989,-10.79,minor,1980
spotify:track:6N6Yn22lGPa6PC8asQjGDZ,6N6Yn22lGPa6PC8asQjGDZ,Saigon - 2002 Digital Remaster,Martha and the Muffins,1980,-13.207,major,1980
spotify:track:2fuCquhmrzHpu5xcA1ci9x,2fuCquhmrzHpu5xcA1ci9x,Under Pressure - Remastered,Queen,1982,-7.815,major,1980
spotify:track:57J2znxukXsXzS3XPuZ1TG,57J2znxukXsXzS3XPuZ1TG,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,1989,-6.763,major,1980
spotify:track:0qxYx4F3vm1AOnfux6dDxP,0qxYx4F3vm1AOnfux6dDxP,You Can Call Me Al,Paul Simon,1986,-8.124,major,1980
spotify:track:5NFbzd8K2VHwrydjKVetIv,5NFbzd8K2VHwrydjKVetIv,Don't Wanna Lose You,Gloria Estefan,1989,-14.127,major,1980
spotify:track:0Ow2s49u3akTmiLDmb1GU0,0Ow2s49u3akTmiLDmb1GU0,Rock Wit'cha,Bobby Brown,1988,-13.237,minor,1980
spotify:track:4yqtwO7MQIIXqoiRBPHAgR,4yqtwO7MQIIXqoiRBPHAgR,Money for Nothing,Dire Straits,1985,-9.339,minor,1980
spotify:track:0r5Ju8WyodpXBHmg3f4zYf,0r5Ju8WyodpXBHmg3f4zYf,Kayleigh - 2017 Remaster,Marillion,1985,-8.35,major,1980
spotify:track:4GFOE4FOXH395LTx1Dc6DG,4GFOE4FOXH395LTx1Dc6DG,November Blue,オメガトライブ,1985,-4.32,minor,1980
spotify:track:3AAufodtnqwvGMzklCU7qd,3AAufodtnqwvGMzklCU7qd,Diamond Girl,Nice & Wild,1987,-12.602,minor,1980
spotify:track:3vVSwkIqE7j6AaIxsxXzNA,3vVSwkIqE7j6AaIxsxXzNA,Need Your Loving Tonight - Remastered 2011,Queen,1980,-3.879,major,1980
spotify:track:1BwVIIKOb2jv5Cbgau61v3,1BwVIIKOb2jv5Cbgau61v3,Get The Balance Right! - Combination Mix,Depeche Mode,1983,-10.973,major,1980
spotify:track:38NUJ71SZ6h0RhWCTCt2wi,38NUJ71SZ6h0RhWCTCt2wi,Body to Body,Tomoko Aran,1983,-12.93,major,1980
spotify:track:6HA97v4wEGQ5TUClRM0XLc,6HA97v4wEGQ5TUClRM0XLc,99 Luftballons,Nena,1984,-12.858,major,1980
spotify:track:1H5N26VqHR4JhuaRKY2I0u,1H5N26VqHR4JhuaRKY2I0u,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,1987,-4.862,major,1980
spotify:track:3QfLERjG54GUIAS9w86kul,3QfLERjG54GUIAS9w86kul,Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,1982,-7.643,major,1980
spotify:track:0X5C4WjQNubRysTkHOubz3,0X5C4WjQNubRysTkHOubz3,Lovesong,The Cure,1989,-7.689,minor,1980
spotify:track:2h47SG8bNphmicAll4H9RV,2h47SG8bNphmicAll4H9RV,Dead Man's Party,Oingo Boingo,1985,-10.984,major,1980
spotify:track:0pUVeEgZuNyFzIMKp67RbS,0pUVeEgZuNyFzIMKp67RbS,Eyes Without A Face,Billy Idol,1983,-6.197,major,1980
spotify:track:5tHbBxWjTxaQpL5SrT17Tz,5tHbBxWjTxaQpL5SrT17Tz,The Lady In Red,Chris de Burgh,1986,-16.326,major,1980
spotify:track:7lyjPebrs7neketibbAKB8,7lyjPebrs7neketibbAKB8,The Chauffeur - 2001 Remastered Version,Duran Duran,1982,-9.415,major,1980
spotify:track:2Up5Gs5EJeAPeR3Ce5Aspi,2Up5Gs5EJeAPeR3Ce5Aspi,He Got You,Ronnie Milsap,1982,-10.285,major,1980
spotify:track:46xnw9xZ0gKsGqaKg6jAzu,46xnw9xZ0gKsGqaKg6jAzu,Crucial - Dance Remix,New Edition,1988,-10.02,minor,1980
spotify:track:1grnSNpTAe14gjtqfArZan,1grnSNpTAe14gjtqfArZan,New Girl Now,Honeymoon Suite,1984,-11.493,major,1980
spotify:track:1s4Ie0cT6P73SRSfh3oyGW,1s4Ie0cT6P73SRSfh3oyGW,The Number Of The Beast - 1998 Remastered Version,Iron Maiden,1982,-5.583,minor,1980
spotify:track:1MANhf0nwr6gFwsRJMeDbr,1MANhf0nwr6gFwsRJMeDbr,Turning Japanese - Non Stop Edit,The Vapors,1980,-5.845,major,1980
spotify:track:35Iy0Neh1ewQapV6n0td6X,35Iy0Neh1ewQapV6n0td6X,Dial My Heart,The Boys,1988,-11.793,minor,1980
spotify:track:6s0NHplywwr1IjnQpUpWJk,6s0NHplywwr1IjnQpUpWJk,Bad To The Bone,George Thorogood & The Destroyers,1982,-11.777,major,1980
spotify:track:57ebBLITHpRgRKGrlbxMZS,57ebBLITHpRgRKGrlbxMZS,Faithfully,Journey,1983,-5.212,major,1980
spotify:track:57K5A7o09IOVm4zeMXrARo,57K5A7o09IOVm4zeMXrARo,Mayonaka No Screen Board,オメガトライブ,1985,-5.58,minor,1980
spotify:track:7zSDDsIlks515d0tZGM64x,7zSDDsIlks515d0tZGM64x,The Next Time I Fall (with Amy Grant),Peter Cetera,1986,-13.398,major,1980
spotify:track:1pCOmSyhfCTFm6vdoeD4JD,1pCOmSyhfCTFm6vdoeD4JD,"Darlin', Darlin'",Ready For The World,1988,-14.598,major,1980
spotify:track:6LtNEH08J18r4HLs4HzvqW,6LtNEH08J18r4HLs4HzvqW,Heaven And Hell,Black Sabbath,1980,-16.343,minor,1980
spotify:track:0QyIxB3MqUoSQX0kBjG6NO,0QyIxB3MqUoSQX0kBjG6NO,Sweet Emotion - Single Version,Aerosmith,1980,-9.898,major,1980
spotify:track:7mJq5UJOfh5yzyjCaiPaZH,7mJq5UJOfh5yzyjCaiPaZH,Some Kind Of Lover,Jody Watley,1987,-13.486,major,1980
spotify:track:7JmPqImeW3kLoYVNBA9v11,7JmPqImeW3kLoYVNBA9v11,If It Isn't Love,New Edition,1988,-12.418,minor,1980
spotify:track:2mEk0VdrbDJ11DBC6Y92mh,2mEk0VdrbDJ11DBC6Y92mh,Edge Of A Broken Heart,Vixen,1988,-11.568,minor,1980
spotify:track:2uXewDKMktNkkMfotqSxN6,2uXewDKMktNkkMfotqSxN6,Something About You - Single Version,Level 42,1989,-13.52,minor,1980
spotify:track:1qOU8KzFifXE9YrgjVwYvc,1qOU8KzFifXE9YrgjVwYvc,Here I Go Again - 2018 Remaster,Whitesnake,1987,-6.763,major,1980
spotify:track:3nFJbZCHP4d9vduKjJLdBL,3nFJbZCHP4d9vduKjJLdBL,Never Too Much,Luther Vandross,1981,-11.866,major,1980
spotify:track:1lpFXKKckqVkyAN1lPwwC2,1lpFXKKckqVkyAN1lPwwC2,Radio Ga Ga,Queen,1984,-12.036,major,1980
spotify:track:4gDBc1RxPAvinJrZzZ9nYX,4gDBc1RxPAvinJrZzZ9nYX,Love Will Save the Day,Whitney Houston,1987,-9.453,major,1980
spotify:track:6QDbGdbJ57Mtkflsg42WV5,6QDbGdbJ57Mtkflsg42WV5,Hot for Teacher - 2015 Remaster,Van Halen,1984,-4.671,major,1980
spotify:track:5iOc8d1LkUdQ9AbDjSBrVQ,5iOc8d1LkUdQ9AbDjSBrVQ,My Bag,Lloyd Cole and the Commotions,1987,-13.336,major,1980
spotify:track:4wpBgGZWcMPQA1iusHwl2t,4wpBgGZWcMPQA1iusHwl2t,Back On My Feet Again,The Babys,1980,-6.811,major,1980
spotify:track:3YVPpVJvJG2EauXurPA90F,3YVPpVJvJG2EauXurPA90F,Tell It to My Heart,Taylor Dayne,1988,-5.042,major,1980
spotify:track:0sLrHBMJNOxEcMhcseE3I4,0sLrHBMJNOxEcMhcseE3I4,Rollin' With Kid 'N Play,Kid 'N Play,1988,-12.655,major,1980
spotify:track:0h5LK5DWEDQoTYemtRGMzA,0h5LK5DWEDQoTYemtRGMzA,ASPHALT LADY,Kiyotaka Sugiyama,1985,-14.699,minor,1980
spotify:track:0egYMfS7hjEneR86a9K61w,0egYMfS7hjEneR86a9K61w,Everyday Is Like Sunday - 2011 Remaster,Morrissey,1988,-5.126,major,1980
spotify:track:29pzjF6ZkzcW3ofgOVbF0t,29pzjF6ZkzcW3ofgOVbF0t,Here I Go Again,Whitesnake,1982,-12.967,minor,1980
spotify:track:3qwnfEm2N8lvD9BaJvOfaW,3qwnfEm2N8lvD9BaJvOfaW,Is This Love - 2017 Remastered Version,Whitesnake,1987,-6.802,major,1980
spotify:track:2dURQIBrw3XcHyVZlfdpC1,2dURQIBrw3XcHyVZlfdpC1,Two of Hearts,Stacey Q,1986,-6.716,minor,1980
spotify:track:0qgrrDnUUhyxpxbBznUnzg,0qgrrDnUUhyxpxbBznUnzg,18 and Life,Skid Row,1989,-11.101,minor,1980
spotify:track:4Y7fEQ4PAzhlLnLviRw2P4,4Y7fEQ4PAzhlLnLviRw2P4,Rockin' in the Free World,Neil Young,1989,-4.986,minor,1980
spotify:track:63nVsCAdxu9OdeRhe58wiE,63nVsCAdxu9OdeRhe58wiE,Broken Wings,Mr. Mister,1985,-15.646,minor,1980
spotify:track:25suYHVUwWFTG6G31kuhZH,25suYHVUwWFTG6G31kuhZH,Screaming in the Night,Krokus,1983,-13.059,major,1980
spotify:track:2aLbP76Cm8mFduDuntRit2,2aLbP76Cm8mFduDuntRit2,Never Ending Summer II,オメガトライブ,1984,-5.102,minor,1980
spotify:track:4gpext9x0CbdD9NWaa4nDj,4gpext9x0CbdD9NWaa4nDj,Amanda,Boston,1986,-14.06,major,1980
spotify:track:3O4TPMOgChXOerSdB5WENH,3O4TPMOgChXOerSdB5WENH,A Forest - Remastered Version,The Cure,1980,-11.271,major,1980
spotify:track:3k58VAgUkM9cSvRpjIVaC7,3k58VAgUkM9cSvRpjIVaC7,Is This Love - 2007 Remastered Version,Whitesnake,1987,-4.618,major,1980
spotify:track:4moXVLw4YS7tVNmjs8v60A,4moXVLw4YS7tVNmjs8v60A,Dancing In The Dark,Bruce Springsteen,1984,-12.12,major,1980
spotify:track:7qkW1FftvUU5S2P1eNEBjr,7qkW1FftvUU5S2P1eNEBjr,(Just Like) Starting Over,John Lennon,1980,-6.16,major,1980
spotify:track:3KYiA4vq6RPO1dE2XROXd8,3KYiA4vq6RPO1dE2XROXd8,You Give Love A Bad Name,Bon Jovi,1986,-3.002,minor,1980
spotify:track:0oWHLtxWeMJhmwxtrxhNK0,0oWHLtxWeMJhmwxtrxhNK0,Welcome To The Jungle,Guns N' Roses,1987,-8.066,major,1980
spotify:track:0vOkmmJEtjuFZDzrQSFzEE,0vOkmmJEtjuFZDzrQSFzEE,Hit Me With Your Best Shot,Pat Benatar,1980,-9.05,major,1980
spotify:track:4w09y5LHv5vJDZO4hWS846,4w09y5LHv5vJDZO4hWS846,Rock It (Prime Jive) - Remastered 2011,Queen,1980,-5.698,major,1980
spotify:track:4sr4NdrPfds9Qfors9UkiO,4sr4NdrPfds9Qfors9UkiO,Solid,Ashford & Simpson,1984,-12.017,major,1980
spotify:track:12fKpb9QgcHegCQYvKhejP,12fKpb9QgcHegCQYvKhejP,A Dream Away - Remastered,The Cars,1981,-8.91,major,1980
spotify:track:2tyW1uBUnYMKAFEfKDKi9B,2tyW1uBUnYMKAFEfKDKi9B,Livin' On A Prayer,Bon Jovi,1986,-10.912,major,1980
spotify:track:0Pty8SVxAew9j7eBOD8Kaa,0Pty8SVxAew9j7eBOD8Kaa,Older Girl,1986 Omega Tribe,1986,-12.724,major,1980
spotify:track:4lL4xJcnGCLl7JbW3nSP26,4lL4xJcnGCLl7JbW3nSP26,Umikaze Tsushin (海風通信),オメガトライブ,1983,-5.602,major,1980
spotify:track:2CLXW451BFgjvB9rCIlizC,2CLXW451BFgjvB9rCIlizC,In The Army Now,Status Quo,1986,-12.196,minor,1980
spotify:track:5RGXoZt1qxmAErdhbyKJKq,5RGXoZt1qxmAErdhbyKJKq,Boyz-N-The-Hood,Eazy-E,1987,-10.247,major,1980
spotify:track:22p7tgi6cFVBaH7vAbgcUY,22p7tgi6cFVBaH7vAbgcUY,River's Island,Kiyotaka Sugiyama,1984,-5.218,minor,1980
spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,1985,-7.638,minor,1980
spotify:track:7iLeu3HnJt7hkxfrqO55V4,7iLeu3HnJt7hkxfrqO55V4,Anything Goes,Guns N' Roses,1987,-7.281,major,1980
spotify:track:2ZBalNGwjqdKJd29O76wBV,2ZBalNGwjqdKJd29O76wBV,Heat Of The Moment,Asia,1982,-7.31,major,1980
spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York,Sting,1987,-17.707,major,1980
spotify:track:537yo062QIz16oQOgxmul3,537yo062QIz16oQOgxmul3,Human,The Human League,1986,-9.095,major,1980
spotify:track:47FyQCd3TYLrZ9TU6MPaWK,47FyQCd3TYLrZ9TU6MPaWK,Ace Of Spades,Motörhead,1980,-4.465,major,1980
spotify:track:75Eyxd1VgJKKIqMILFQ8mL,75Eyxd1VgJKKIqMILFQ8mL,Stay the Night Forever,オメガトライブ,1984,-8.174,major,1980
spotify:track:7nfGP5B3Pc508kEb6zL6r9,7nfGP5B3Pc508kEb6zL6r9,The Dead Heart - 2007 Remastered,Midnight Oil,1987,-11.004,major,1980
spotify:track:3Z9mE6hpkwil8jogHOy4Lk,3Z9mE6hpkwil8jogHOy4Lk,Tonight I'm Gonna Rock You Tonight,Spinal Tap,1984,-10.572,major,1980
spotify:track:4Kt9ktbH1rLPGSfc8YXpfr,4Kt9ktbH1rLPGSfc8YXpfr,Counterlight,1986 Omega Tribe,1987,-13.575,minor,1980
spotify:track:6IPIjf0vsB2um4Lb0v6nRE,6IPIjf0vsB2um4Lb0v6nRE,Mystify,INXS,1987,-6.138,minor,1980
spotify:track:0xuXRQJfxmdP6gvfDe2Z4L,0xuXRQJfxmdP6gvfDe2Z4L,Just Can't Get Enough - 2006 Remaster,Depeche Mode,1981,-9.374,major,1980
spotify:track:6oSvZCB4TiquW9eBfcrlAu,6oSvZCB4TiquW9eBfcrlAu,Just What I Like,Michael Cooper,1989,-11.293,major,1980
spotify:track:6mJQe0vTIojlxwyMwwy6YR,6mJQe0vTIojlxwyMwwy6YR,Think I'm In Love,Eddie Money,1983,-10.815,major,1980
spotify:track:0YL8rCxASTV9uBE9Sur0Ag,0YL8rCxASTV9uBE9Sur0Ag,Shower Me With Your Love,Surface,1988,-10.811,major,1980
spotify:track:7rxrTyHE6wCoWEThKZ4ltj,7rxrTyHE6wCoWEThKZ4ltj,君はIN the RAIN,オメガトライブ,1985,-5.467,major,1980
spotify:track:5tdKaKLnC4SgtDZ6RlWeal,5tdKaKLnC4SgtDZ6RlWeal,How Will I Know,Whitney Houston,1985,-12.697,major,1980
spotify:track:5ZBnVHVp7PyuQzlAJXoHQ9,5ZBnVHVp7PyuQzlAJXoHQ9,Down Home Blues,Z.Z. Hill,1981,-14.431,major,1980
spotify:track:4k0bXm9Q4RaTuYi09i4lKK,4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),The Pointer Sisters,1989,-12.514,minor,1980
spotify:track:0usYFHAPoXjEK1UpzwPy0i,0usYFHAPoXjEK1UpzwPy0i,Where Eagles Dare - 1998 Remastered Version,Iron Maiden,1983,-7.183,minor,1980
spotify:track:1b5SISCI3nhthZFcVSLgIF,1b5SISCI3nhthZFcVSLgIF,Spread My Wings,Troop,1989,-10.714,major,1980
spotify:track:4aYOQDyN2wTOlt2mRQ6zef,4aYOQDyN2wTOlt2mRQ6zef,Secret Rendezvous,Karyn White,1988,-13.001,minor,1980
spotify:track:77eDrs7w2utSdbBdpbefol,77eDrs7w2utSdbBdpbefol,No me importa nada,Luz Casal,1989,-4.848,major,1980
spotify:track:2vEQ9zBiwbAVXzS2SOxodY,2vEQ9zBiwbAVXzS2SOxodY,Nothing's Gonna Stop Us Now,Starship,1987,-4.921,major,1980
spotify:track:5QcQcmeXFT0ayv8sBcnMYY,5QcQcmeXFT0ayv8sBcnMYY,Away,The Bolshoi,1986,-9.223,major,1980
spotify:track:3UCsoEI6l71mhwaiNM8DOD,3UCsoEI6l71mhwaiNM8DOD,I Got You,Split Enz,1987,-13.895,major,1980
spotify:track:7LoGfKBAaOl0nxhodJ1240,7LoGfKBAaOl0nxhodJ1240,Word Up,Cameo,1986,-13.105,minor,1980
spotify:track:0UhZkk4agmJpbMCvT3OgLG,0UhZkk4agmJpbMCvT3OgLG,Election Day,Arcadia,1985,-14.746,major,1980
spotify:track:14McuZa6Yi5pl1Ga8cA8gq,14McuZa6Yi5pl1Ga8cA8gq,Long Time Coming,Ready For The World,1986,-12.983,minor,1980
spotify:track:5EBWCGlCn65HM8Hglrc5V1,5EBWCGlCn65HM8Hglrc5V1,Come Back To Me,Janet Jackson,1989,-13.083,minor,1980
spotify:track:6EZDbjz2X5XzgIZCtbsrXh,6EZDbjz2X5XzgIZCtbsrXh,The Passenger,Siouxsie and the Banshees,1987,-4.544,minor,1980
spotify:track:6tM8cMX9S4AyRd5sDDrzhN,6tM8cMX9S4AyRd5sDDrzhN,Romeo Had Juliette,Lou Reed,1989,-13.069,major,1980
spotify:track:4i4QN9Zs5s7OZRRLIYHMmP,4i4QN9Zs5s7OZRRLIYHMmP,Souvenir - Remastered 2003,Orchestral Manoeuvres In The Dark,1981,-7.557,major,1980
spotify:track:5g0qn8cU7uTzbPwma79XdR,5g0qn8cU7uTzbPwma79XdR,Rhythm Is Gonna Get You,Gloria Estefan,1987,-12.793,minor,1980
spotify:track:39vsjFm9kU2FNubcqGMzED,39vsjFm9kU2FNubcqGMzED,Let's Get It Started,MC Hammer,1988,-12.223,minor,1980
spotify:track:01q4ccXbvPlCwZ1fPiFaeM,01q4ccXbvPlCwZ1fPiFaeM,Girlfriend in a Coma - 2011 Remaster,The Smiths,1987,-8.519,major,1980
spotify:track:3clIHVzJ9J2rvvrFUKLICo,3clIHVzJ9J2rvvrFUKLICo,She Bangs the Drums - Remastered,The Stone Roses,1989,-4.782,major,1980
spotify:track:0F0MA0ns8oXwGw66B2BSXm,0F0MA0ns8oXwGw66B2BSXm,Let's Dance - 1999 Remaster,David Bowie,1983,-9.414,minor,1980
spotify:track:2hBJgz4Ye9MkkmBbaDTTKx,2hBJgz4Ye9MkkmBbaDTTKx,Another Part of Me - 2012 Remaster,Michael Jackson,1987,-4.5,major,1980
spotify:track:4tmERaVkzL7X64Oku4vDo0,4tmERaVkzL7X64Oku4vDo0,Sail Away Sweet Sister - Remastered 2011,Queen,1980,-6.937,major,1980
spotify:track:6iX1f3r7oUJnMbGgQ2gx1j,6iX1f3r7oUJnMbGgQ2gx1j,867-5309 / Jenny,Tommy Tutone,1981,-10.039,major,1980
spotify:track:60TmG8cFPMBo7kTTFOLiAB,60TmG8cFPMBo7kTTFOLiAB,Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,1980,-5.215,minor,1980
spotify:track:3HCDGtLZabH3umLgwCBpDB,3HCDGtLZabH3umLgwCBpDB,Send Me An Angel,Real Life,1983,-4.831,minor,1980
spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,1I6q6nwNjNgik1Qe8Oi0Y7,Do You Really Want To Hurt Me,Culture Club,1982,-14.996,minor,1980
spotify:track:6xZPeWKW5hNc5v6V33ksz4,6xZPeWKW5hNc5v6V33ksz4,I'll Be Good To You,Bobby Brown,1988,-6.222,major,1980
spotify:track:54s7NH3Lnu8nlrX08VPwFI,54s7NH3Lnu8nlrX08VPwFI,Hot For Teacher,Van Halen,1984,-4.896,major,1980
spotify:track:07OzC5JlcaDwEkzWmvqp6y,07OzC5JlcaDwEkzWmvqp6y,Nasty,Janet Jackson,1986,-11.697,minor,1980
spotify:track:1j06ieEC2BOCM0fTmYhn2l,1j06ieEC2BOCM0fTmYhn2l,Alone Again,Dokken,1984,-9.002,minor,1980
spotify:track:6eozUVzr02EXMji1vuxgiP,6eozUVzr02EXMji1vuxgiP,Don't Wanna Fall in Love,Jane Child,1989,-11.226,major,1980
spotify:track:0XHGKdViVybbZKqEZ2tXqV,0XHGKdViVybbZKqEZ2tXqV,Beds Are Burning,Midnight Oil,1986,-11.8,major,1980
spotify:track:1GqgSodUhTUR8KwjxJfNPP,1GqgSodUhTUR8KwjxJfNPP,Change,Tears For Fears,1983,-4.69,minor,1980
spotify:track:2QIxieRCegkCSS2nDsBFRG,2QIxieRCegkCSS2nDsBFRG,君のハートはマリンブルー,オメガトライブ,1984,-5.512,minor,1980
spotify:track:1K1TFdBh7NrDyKiwiJEmsy,1K1TFdBh7NrDyKiwiJEmsy,Pretty in Pink,The Psychedelic Furs,1981,-5.955,major,1980
spotify:track:3ojDU1HhKEfdExIN6QsK8q,3ojDU1HhKEfdExIN6QsK8q,On Our Own,Bobby Brown,1989,-6.207,major,1980
spotify:track:7mLatcwUn8BLmVrgfFnzqC,7mLatcwUn8BLmVrgfFnzqC,Love Song,Simple Minds,1981,-13.678,major,1980
spotify:track:0u6CqsKqlArqFuMVKREXp9,0u6CqsKqlArqFuMVKREXp9,Never Can Say Goodbye,The Communards,1987,-6.931,major,1980
spotify:track:1pwE0jB6MTtTWx8fzqriAj,1pwE0jB6MTtTWx8fzqriAj,Bohemian Rhapsody - 2011 Remaster,Queen,1981,-9.973,minor,1980
spotify:track:0sOoGrE5PY5EBDQnR7Yysu,0sOoGrE5PY5EBDQnR7Yysu,"The Rain, The Park & Other Things - Single Version",The Cowsills,1988,-9.433,major,1980
spotify:track:0gGJO7JM51uAUu7EE2lxx6,0gGJO7JM51uAUu7EE2lxx6,I Surrender,Rainbow,1981,-5.259,minor,1980
spotify:track:7112WRQXlBGe4Os43yw8gV,7112WRQXlBGe4Os43yw8gV,King of Rock,Run–D.M.C.,1985,-3.389,minor,1980
spotify:track:4wvKPOCiOlZh6xwwympC8c,4wvKPOCiOlZh6xwwympC8c,Members Only,"Bobby ""Blue"" Bland",1985,-10.666,major,1980
spotify:track:2V8FnzDA3T6Jrc19HlHy9Z,2V8FnzDA3T6Jrc19HlHy9Z,Angel,Fra Lippo Lippi,1987,-14.807,major,1980
