track_id,spotify_id,title,track_artist,release_year,loudness,mode_name,decade
spotify:track:3pLpG1ZA9WyfeoGa4ybpJC,3pLpG1ZA9WyfeoGa4ybpJC,Andre's Thang,Andre Williams,2004,-15.83,minor,2000
spotify:track:0DiMjRga2PVQJ9p2eLgKDX,0DiMjRga2PVQJ9p2eLgKDX,I Will Growl,Tuneboy,2008,-5.231,minor,2000
spotify:track:0gx6xTdCTvUlVX53mtzNhK,0gx6xTdCTvUlVX53mtzNhK,Violetango,Astor Piazzolla,2003,-8.398,major,2000
spotify:track:7CdX5UYfMLG4hbkMkkWe8J,7CdX5UYfMLG4hbkMkkWe8J,Hands Up - Album Version (Edited),Lloyd Banks,2006,-1.956,major,2000
spotify:track:6uWQyox1v5SOGoM9NIv4wR,6uWQyox1v5SOGoM9NIv4wR,Midnight Madness,The Chemical Brothers,2008,-4.2,minor,2000
spotify:track:58xpZwxUpgrnJMTEmvkZMP,58xpZwxUpgrnJMTEmvkZMP,Pehli Baar Mohabbat,Mohit Chauhan,2009,-10.826,minor,2000
spotify:track:3KclhKvjMkpAVjkHRKxECD,3KclhKvjMkpAVjkHRKxECD,Angel - Live,Sarah McLachlan,2003,-16.057,major,2000
spotify:track:3qV2THYnhz7AX9pVwViqc8,3qV2THYnhz7AX9pVwViqc8,Black Cats,Oxymoron,2000,-6.028,minor,2000
spotify:track:2oDNGwZOtUQy3VsHqlaVnT,2oDNGwZOtUQy3VsHqlaVnT,Two Of Us,Supertramp,2005,-12.076,major,2000
spotify:track:7AUGLcQrLETU00TqSb6DE1,7AUGLcQrLETU00TqSb6DE1,Flowers In The Dell,Fred Eaglesmith,2002,-7.392,major,2000
spotify:track:19IMseaUnXysasvdWzg14e,19IMseaUnXysasvdWzg14e,Joe Hill,Paul Robeson,2004,-16.473,major,2000
spotify:track:3AMKpAblj5Xg2IPxcpoxUG,3AMKpAblj5Xg2IPxcpoxUG,Don't Go - Jaron Inc Remix,Peter Luts,2004,-7.725,minor,2000
spotify:track:4MVTXaM3yZ2ipLoKkNO34k,4MVTXaM3yZ2ipLoKkNO34k,Shadow Green,Nick Farr,2008,-12.283,major,2000
spotify:track:3TIZuKfQHmV5VKwnnMYnnC,3TIZuKfQHmV5VKwnnMYnnC,Hoy,Skapulario,2008,-4.272,major,2000
spotify:track:6Ih2Ae0Xc7WsOyCXXX47eh,6Ih2Ae0Xc7WsOyCXXX47eh,Silizium,Apparat,2005,-12.463,minor,2000
spotify:track:40A83gdbKgSit8vX66CO0V,40A83gdbKgSit8vX66CO0V,Bottom Rung,J Church,2007,-6.535,major,2000
spotify:track:1sAcOw1yPu3IegQx7sCAjm,1sAcOw1yPu3IegQx7sCAjm,台北孤兒 - 真世界LIVE,Wu Bai,2000,-6.323,minor,2000
spotify:track:6k8uthjEbttfWXcGaNTQGD,6k8uthjEbttfWXcGaNTQGD,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,2006,-3.04,major,2000
spotify:track:1TpJx0iFdMabAOpU8rPYGt,1TpJx0iFdMabAOpU8rPYGt,Love You,Soulmate,2005,-9.349,minor,2000
spotify:track:5t17w7ZMGbL1Il57PJrE2U,5t17w7ZMGbL1Il57PJrE2U,그녀가 처음 울던 날,Kim Kwang Seok,2008,-9.547,major,2000
spotify:track:2YSAobH2XBygEdougNnMf5,2YSAobH2XBygEdougNnMf5,I Feel The Same Way Too,The Open Mind,2006,-12.651,major,2000
spotify:track:2Hr51Yy9FBqye5FJrEH8bK,2Hr51Yy9FBqye5FJrEH8bK,Poison Oak,Bright Eyes,2005,-11.49,major,2000
spotify:track:6UGM5TVjGpmDUqiq1ooQt9,6UGM5TVjGpmDUqiq1ooQt9,Song For My Father,Stanley Jordan,2008,-10.343,minor,2000
spotify:track:0Wx6b6kFMZACwxozyZksmk,0Wx6b6kFMZACwxozyZksmk,Seven,La Peste,2004,-7.728,minor,2000
spotify:track:0nJZDtAaqO7o9mb6YoBfqO,0nJZDtAaqO7o9mb6YoBfqO,Playa Cardz Right,Keyshia Cole,2008,-5.547,minor,2000
spotify:track:3ngvQxE4IWToLrGWmxoObw,3ngvQxE4IWToLrGWmxoObw,Baby let it be,Masterboy,2006,-4.472,major,2000
spotify:track:2CW6oLS8bFzBn6O45gf6SR,2CW6oLS8bFzBn6O45gf6SR,In a Chinese Restaurant (RdL Remix),Tujiko Noriko,2008,-9.293,major,2000
spotify:track:6E2LEX09s8KpYq9W6uJeOS,6E2LEX09s8KpYq9W6uJeOS,Vamos a Dar un Concierto,Claudio Marciello,2004,-3.431,major,2000
spotify:track:4X71IgEyCwAOXKYGYjxriy,4X71IgEyCwAOXKYGYjxriy,Broken Bones,Nonpoint,2004,-3.638,minor,2000
spotify:track:05xnB1omwsAxNE5DFAOHB6,05xnB1omwsAxNE5DFAOHB6,In A Dis (feat. Fathead),Yellowman,2007,-7.099,minor,2000
spotify:track:37QgJFPkMC5UwGFqjWz2Ty,37QgJFPkMC5UwGFqjWz2Ty,Electrolite,R.E.M.,2003,-5.95,major,2000
spotify:track:1jq6A8mzrFshRKxB8kLFUP,1jq6A8mzrFshRKxB8kLFUP,Pas toi - Live (version edit),Carole Fredericks,2000,-13.178,major,2000
spotify:track:3Ltz4avO2XjLXAZDS6I3DR,3Ltz4avO2XjLXAZDS6I3DR,Rhythm and Bluegrass,Leon Russell,2001,-7.073,major,2000
spotify:track:3lAoikE4LkRMoaFYlDvb0P,3lAoikE4LkRMoaFYlDvb0P,Our House Is Funkdified,Screamin Rachael,2000,-8.013,major,2000
spotify:track:166w6KCmqYn17LEFTlBqRx,166w6KCmqYn17LEFTlBqRx,High School Confidential,Hasil Adkins,2002,-2.507,major,2000
spotify:track:6NC2qLqjpEyLy0sA6Qj67e,6NC2qLqjpEyLy0sA6Qj67e,he Death of Baldr and the Coming War,Panopticon,2009,-9.421,major,2000
spotify:track:2gMG2UejpX4QLtoNJDp2tl,2gMG2UejpX4QLtoNJDp2tl,Shamwari Yangu Warova,Leonard Dembo & The Barura Express,2006,-14.042,major,2000
spotify:track:0vTbUwnmw00Q9hK2tdofTH,0vTbUwnmw00Q9hK2tdofTH,Transformation,Kevin Kendle,2003,-15.591,major,2000
spotify:track:1H0OfC5lpDqeTkgPCg8M81,1H0OfC5lpDqeTkgPCg8M81,Stand Up,Fireflight,2008,-5.208,minor,2000
spotify:track:2rIOHksgeU4kFvjc0Fn0ij,2rIOHksgeU4kFvjc0Fn0ij,Don't It Make You Want To Dance,Chris LeDoux,2002,-6.956,major,2000
spotify:track:3xn0izIixXUMuf8qWqgT3n,3xn0izIixXUMuf8qWqgT3n,Tired Ear,Pohgoh,2004,-4.534,major,2000
spotify:track:378gCRTm2WTsd5Ie2KMwCw,378gCRTm2WTsd5Ie2KMwCw,Tema In Hi-Fi - Performed By Nicola Conte Gianluca Petrella,Nicola Conte,2007,-7.585,minor,2000
spotify:track:7jP2937OACDPrN53DzO0Ye,7jP2937OACDPrN53DzO0Ye,Closer,Travis,2007,-7.816,major,2000
spotify:track:3B02MV7367UdRVhJ8IOW9n,3B02MV7367UdRVhJ8IOW9n,SEVENTH HEAVEN,L'Arc-en-Ciel,2007,-3.486,major,2000
spotify:track:0EDg2PCl3oRVFaxyaqN9zB,0EDg2PCl3oRVFaxyaqN9zB,Dooba Re Dooba - Jhankar,Alka Yagnik,2003,-8.478,major,2000
spotify:track:4uQz7AiNAS6MQNED4gFwaa,4uQz7AiNAS6MQNED4gFwaa,Testvérdal,Ektomorf,2000,-5.824,major,2000
spotify:track:1h5kZvcsqLmu3Ety8VG8i1,1h5kZvcsqLmu3Ety8VG8i1,Bora Bora - Extended Mix,Magan & Rodríguez,2008,-6.749,major,2000
spotify:track:4Flqt3MEBFGBrpMJtPuKpA,4Flqt3MEBFGBrpMJtPuKpA,A Última Estrofe,Orlando Silva,2006,-12.892,major,2000
spotify:track:1Xf7gXkHRXwr8vP9GZ7pSz,1Xf7gXkHRXwr8vP9GZ7pSz,Milonga Del Solitario,Atahualpa Yupanqui,2006,-15.266,minor,2000
spotify:track:66AECSmgIaYlfTQ8PKEA4g,66AECSmgIaYlfTQ8PKEA4g,Allouette,Goanna Gang,2002,-12.413,minor,2000
spotify:track:5AEFacGALrZ7L5CFMvOjva,5AEFacGALrZ7L5CFMvOjva,Marhaba Marhaba,Sonu Nigam,2004,-9.866,major,2000
spotify:track:5OQGeJ1ceykovrykZsGhqL,5OQGeJ1ceykovrykZsGhqL,Breathless,The Corrs,2000,-7.754,major,2000
spotify:track:7hBxsYAsjq9R15bxDkb7bX,7hBxsYAsjq9R15bxDkb7bX,Yttligare Ett Steg Närmare Total Jävla Utfrysning,Shining,2007,-8.037,major,2000
spotify:track:1VEfkIporNI2jgMTKk4VIT,1VEfkIporNI2jgMTKk4VIT,Clash Version Pt. 2,Manasseh,2004,-8.051,minor,2000
spotify:track:3SsxU64BjhTQ2UMlQbeVPQ,3SsxU64BjhTQ2UMlQbeVPQ,Inner Sanctum,Behemoth,2007,-5.11,major,2000
spotify:track:1l8Qd73tMzoq5xTNIEsrcr,1l8Qd73tMzoq5xTNIEsrcr,Mala Pronta - Ao vivo,Noda de Caju,2009,-4.691,major,2000
spotify:track:2AdhgNKKL0VL5OT4jX3w6S,2AdhgNKKL0VL5OT4jX3w6S,"Le carnaval des animaux, R. 125: IX. Le coucou au fond des bois",Camille Saint-Saëns,2009,-34.749,major,2000
spotify:track:1PqtmSlEp63tABW9pfvpfT,1PqtmSlEp63tABW9pfvpfT,Summerfish - Pacific And Vandyck Radio Edit,Leonid Rudenko,2008,-5.87,minor,2000
spotify:track:1ugLa7BQwDbzABHZbY0782,1ugLa7BQwDbzABHZbY0782,By His Own Decree,Hate Eternal,2000,-8.115,major,2000
spotify:track:16bUHDjZ0q9XNH7v2iHaxt,16bUHDjZ0q9XNH7v2iHaxt,Kinderfeld,Marilyn Manson,2009,-8.454,major,2000
spotify:track:4r3eGOGykjomP4NAwN73Fe,4r3eGOGykjomP4NAwN73Fe,Needles,Haste The Day,2007,-3.643,major,2000
spotify:track:3s9IRRcnTINyYPIzL4RLM4,3s9IRRcnTINyYPIzL4RLM4,White Line Fever,Merle Haggard,2006,-13.273,major,2000
spotify:track:25Yzff59UGjz7wNWmjM39h,25Yzff59UGjz7wNWmjM39h,Moondance,Michael Bublé,2003,-5.816,minor,2000
spotify:track:6mhC1ej7iEIfj79ZBTB3Vd,6mhC1ej7iEIfj79ZBTB3Vd,What's Wrong with You,D-Train,2000,-16.672,major,2000
spotify:track:3dfT9IbDzkJuB8rQVTo52C,3dfT9IbDzkJuB8rQVTo52C,Ur Not The Same (feat. Akon),T-Pain,2005,-12.772,major,2000
spotify:track:7sJ7AdY3EmNK8Dj9K8OUPl,7sJ7AdY3EmNK8Dj9K8OUPl,Rent A Wreck,Suburban Kids With Biblical Names,2005,-5.909,major,2000
spotify:track:2Qyzgfj4eRzIM0fq5rdgQh,2Qyzgfj4eRzIM0fq5rdgQh,When I First Met Him,Julia Murney,2006,-8.658,minor,2000
spotify:track:6l5t2H874fLDkf786fbiJX,6l5t2H874fLDkf786fbiJX,Too Soon,The Radio Dept.,2003,-16.25,major,2000
spotify:track:4PNp6b6xbL178LICU8sY2r,4PNp6b6xbL178LICU8sY2r,Seetha Kalyana Vaibhogame,M. Balamuralikrishna,2008,-14.169,minor,2000
spotify:track:3ZuvzjWT7cMdPki3uAAfgL,3ZuvzjWT7cMdPki3uAAfgL,Metric Conversion,Hans Tammen,2000,-21.041,major,2000
spotify:track:0lmXlo43n2zDvw4T1kdakO,0lmXlo43n2zDvw4T1kdakO,A Piece of Me,Luniz,2002,-3.201,minor,2000
spotify:track:71absXkDhCFx2nkeEn8MtA,71absXkDhCFx2nkeEn8MtA,830Morning,Tamaki Roy,2009,-6.539,major,2000
spotify:track:64UHZnq2KK7BNRNpTOidJX,64UHZnq2KK7BNRNpTOidJX,You Don't Know What Love Is (feat. Frank McComb),Marilyn Scott,2001,-11.486,minor,2000
spotify:track:0Ncyof7fjfYDUNILAVwyPd,0Ncyof7fjfYDUNILAVwyPd,Vote Black President (Yeah Yeah),Kokolo,2007,-7.111,minor,2000
spotify:track:75S00Sa9DXwIiWu3c55ONL,75S00Sa9DXwIiWu3c55ONL,Soho Electric,Jens Buchert,2002,-11.927,minor,2000
spotify:track:11JlG6YBiNrjXOEkYLDZd7,11JlG6YBiNrjXOEkYLDZd7,"Ven, Cosa Buena",La Salsa Mayor,2006,-4.903,major,2000
spotify:track:5lA3pwMkBdd24StM90QrNR,5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),Michael Jackson,2008,-4.909,minor,2000
spotify:track:3QZ6UwntZVzQ3WNNsdwt6d,3QZ6UwntZVzQ3WNNsdwt6d,Journey to Undying Lands,Battlelore,2002,-4.953,minor,2000
spotify:track:4x2rxy0ysunwkLWISRrQWu,4x2rxy0ysunwkLWISRrQWu,Bawsey,Nathan Fake,2006,-12.562,major,2000
spotify:track:0TAd0G8cLbyQTiq8u2PQ2q,0TAd0G8cLbyQTiq8u2PQ2q,"Sonate op. 11 Fis-Moll - III. Scherzo e Intermezzo, Allegrissimo",Franz Vorraber,2002,-23.179,major,2000
spotify:track:0j28iisphsguiUafjy3fFq,0j28iisphsguiUafjy3fFq,Saskia,Vollker Racho,2007,-3.991,major,2000
spotify:track:6Gv5Xi03FdNOpb9RWhKpSK,6Gv5Xi03FdNOpb9RWhKpSK,Let There Be Morning,The Perishers,2005,-10.02,major,2000
spotify:track:10wUxppYOZ8OdSDkgORwmg,10wUxppYOZ8OdSDkgORwmg,Les extraterrestres...,Les Betteraves,2002,-8.5,major,2000
spotify:track:7KtsJ4OOAVHsssCPjam8mA,7KtsJ4OOAVHsssCPjam8mA,Parks,Four Tet,2001,-11.918,minor,2000
spotify:track:2VQi1doS2K6GjgjWUnmunm,2VQi1doS2K6GjgjWUnmunm,Changing,Witch,2006,-6.812,minor,2000
spotify:track:4s0N1uBS3XSXReR3OggzwY,4s0N1uBS3XSXReR3OggzwY,Humanity,The Berzerker,2000,-7.359,minor,2000
spotify:track:4kU0NIbKTEnE0DCpcp4OOZ,4kU0NIbKTEnE0DCpcp4OOZ,The Wagoner's Lad,Traditional,2006,-21.101,major,2000
spotify:track:3y2p2XXpgw5QHxKmokQEHQ,3y2p2XXpgw5QHxKmokQEHQ,To the Threshold,Hatebreed,2006,-3.711,major,2000
spotify:track:7yEbY15xQmLCEstpmx6W5z,7yEbY15xQmLCEstpmx6W5z,Voy Caminando Lento - Live,Los Pericos,2000,-4.772,major,2000
spotify:track:0dLmXE5iFsD3h27GmVQww9,0dLmXE5iFsD3h27GmVQww9,It Ain't Too Loud,Dillinja,2002,-2.644,minor,2000
spotify:track:10MXyf1e2wktLfzvHRHVGD,10MXyf1e2wktLfzvHRHVGD,"Theme and Variations on the name Abegg, Op. 1: Abegg Variations, Op. 1",Robert Schumann,2005,-23.209,major,2000
spotify:track:79OKvnlmMTQIA5WWwGPx2k,79OKvnlmMTQIA5WWwGPx2k,"King's Lynn ""O God of Earth and Altar"" (Arr. R. Vaughan Williams for Choir & Organ)",Traditional,2006,-19.549,minor,2000
spotify:track:4cSgQqIXdH92IsKXeif8JL,4cSgQqIXdH92IsKXeif8JL,Novanex Special,Landslide,2000,-10.851,major,2000
spotify:track:7bDhOH3BtgoetNHNF3U8kE,7bDhOH3BtgoetNHNF3U8kE,Tonight - Live,TVXQ!,2006,-6.387,major,2000
spotify:track:0wI78OTSkf6WKenG7QCn4B,0wI78OTSkf6WKenG7QCn4B,Something Wicked,Chaotica,2006,-6.531,minor,2000
spotify:track:6FKyxVD1G2hzLDxdrjes2j,6FKyxVD1G2hzLDxdrjes2j,Prison Toy,Pile of Heads,2004,-3.869,major,2000
spotify:track:7G1zy1zQDIZRp2NIUWC7fw,7G1zy1zQDIZRp2NIUWC7fw,Medo de Amar,Trio Xamego,2001,-8.283,major,2000
spotify:track:3gTPzrIaFuXcvqEl6VYqi3,3gTPzrIaFuXcvqEl6VYqi3,Windsails on the Horizon,Massage Therapy Music,2001,-36.758,major,2000
spotify:track:4uHtyDnPDWmkMtjuhvCXrn,4uHtyDnPDWmkMtjuhvCXrn,China White III,He Is Legend,2009,-8.165,minor,2000
spotify:track:7yaY0dFHweOGXeExxeGIUZ,7yaY0dFHweOGXeExxeGIUZ,La Bohème / Act 4: Che ora sia? - Live,Giacomo Puccini,2008,-19.748,major,2000
spotify:track:7J2Kef4YGDjrDqmZ6xAUAi,7J2Kef4YGDjrDqmZ6xAUAi,Después del Carnaval,Osvaldo Fresedo y su Orquesta Típica,2001,-7.297,major,2000
spotify:track:2b6Iw5daWCRiHgrqFxQe2r,2b6Iw5daWCRiHgrqFxQe2r,Cover What You Can,Copeland,2006,-10.231,major,2000
spotify:track:41nOfyvprYghBIfMPJcJjC,41nOfyvprYghBIfMPJcJjC,가니 오니 가니,4MEN,2000,-4.567,major,2000
spotify:track:4TXyai18HvMuOOTcxqvSfg,4TXyai18HvMuOOTcxqvSfg,Stay,Blue Merle,2005,-9.916,minor,2000
spotify:track:7nRDw0o8g1BSdrBkvQPXXY,7nRDw0o8g1BSdrBkvQPXXY,Un Año De Amor,Tarantella,2005,-6.079,minor,2000
spotify:track:48oTfnxzN9XdofuRug3Alx,48oTfnxzN9XdofuRug3Alx,"Hahn: Chansons grises: No. 5, L'heure exquise",Reynaldo Hahn,2009,-37.666,major,2000
spotify:track:4u8rt4I5UXERrHWsC5yrT7,4u8rt4I5UXERrHWsC5yrT7,Origine,Sixième Sens,2009,-4.96,minor,2000
spotify:track:2mSjzLY8vhtnVw7kCsjepO,2mSjzLY8vhtnVw7kCsjepO,Fantasia,Trio Forrozão,2006,-8.657,major,2000
spotify:track:15WhDfF3LUnksDaHGLs0A6,15WhDfF3LUnksDaHGLs0A6,Genetic Noose,Anaal Nathrakh,2007,-4.935,minor,2000
spotify:track:1EOg3ULzgm36HZhzPjnpOw,1EOg3ULzgm36HZhzPjnpOw,Darlin' You Can Count On Me,The Everpresent Fullness,2003,-9.43,major,2000
spotify:track:0ZjYOupkyV24KPpaxfTewn,0ZjYOupkyV24KPpaxfTewn,Slave New World - Live; 2022 - Remaster,Sepultura,2005,-8.597,major,2000
spotify:track:31xcrOrz02nMc47U7T58cc,31xcrOrz02nMc47U7T58cc,Peak-hour,DJ Misjah,2000,-16.389,minor,2000
spotify:track:3brtPoBrcvX02iNpxQ3aKq,3brtPoBrcvX02iNpxQ3aKq,Las Chicas del Roxy,Loquillo Y Los Trogloditas,2001,-5.144,major,2000
spotify:track:0OAuAPYFuyL7BIFDfa6ssb,0OAuAPYFuyL7BIFDfa6ssb,"Might as Well - Live at Oakland Coliseum Stadium, Oakland, CA, October 10, 1976",Grateful Dead,2004,-10.395,major,2000
spotify:track:2fQkedhCNnLO9aAWjdk0g0,2fQkedhCNnLO9aAWjdk0g0,The PowerOut / The Dublin Reel,Danú,2004,-13.003,major,2000
spotify:track:4fHNNNg7c4kzTGnajt9dKU,4fHNNNg7c4kzTGnajt9dKU,Can't Believe I'm Falling In Love,Secretions,2005,-5.794,major,2000
spotify:track:5Ze2XgYohUBOr3tDDgMEcB,5Ze2XgYohUBOr3tDDgMEcB,Scrambler,Jeff Parker,2003,-22.333,major,2000
spotify:track:4N5LVM7RNumIJ7lzThi6bP,4N5LVM7RNumIJ7lzThi6bP,Far Away - Hideo Kobayashi Dub,Kimara Lovelace,2008,-9.433,minor,2000
spotify:track:1n9PUTUa3NkYqkUHQ11rwm,1n9PUTUa3NkYqkUHQ11rwm,Bad Luck City,R.L. Burnside,2000,-7.774,minor,2000
spotify:track:5FujcOPxltvf2j2hdNiuHy,5FujcOPxltvf2j2hdNiuHy,Green Bouzard,John Maus,2007,-7.237,major,2000
spotify:track:5frNnyWkKzKdiKPLhkdY9L,5frNnyWkKzKdiKPLhkdY9L,Vendetta,Slipknot,2008,-2.426,major,2000
spotify:track:0r1ksuyksyNaAl1BfMYZJM,0r1ksuyksyNaAl1BfMYZJM,Early in the Morning,Ray Charles,2005,-8.472,major,2000
spotify:track:7Cb6hVvZ5RyMwRnFes8wpW,7Cb6hVvZ5RyMwRnFes8wpW,Tonight - 粵,Nicholas Tse,2009,-5.008,major,2000
spotify:track:0RNDlF6BeMxB8elYBWRqIw,0RNDlF6BeMxB8elYBWRqIw,Sold Out,Rotten Sound,2007,-3.897,major,2000
spotify:track:1NJ6uJOfeyJg2yIqvUioHZ,1NJ6uJOfeyJg2yIqvUioHZ,Angel - Extended Version,Giuseppe Ottaviani,2009,-7.734,minor,2000
spotify:track:1IEXeEKNmgtulONebUmyGk,1IEXeEKNmgtulONebUmyGk,Maiyya,Ashwini Bhide-Deshpande,2009,-6.447,major,2000
spotify:track:2yUwJGf7Me8wzZVaY2kDcf,2yUwJGf7Me8wzZVaY2kDcf,Now Arise,Born Of Osiris,2009,-2.038,minor,2000
spotify:track:2RFdF7zbWTPPSJYnEVVoLZ,2RFdF7zbWTPPSJYnEVVoLZ,Atras de la Raya,Los Apson Boys,2008,-6.725,major,2000
spotify:track:1VKjLJiQVRsauUvAZ7VKGa,1VKjLJiQVRsauUvAZ7VKGa,Obongi Na Lokumu,Groupe Adorons l’Eternel G.A.E.L,2008,-6.289,major,2000
spotify:track:0X0KsypC7C3vcOGHXRLoRw,0X0KsypC7C3vcOGHXRLoRw,Why Go? (feat. Boy George),Faithless,2004,-13.201,minor,2000
spotify:track:5kENJDGmJch96ljj8OXggz,5kENJDGmJch96ljj8OXggz,Love Will Save the Day - Sam Punk Mix,Dj Zealot,2009,-3.067,major,2000
spotify:track:1pONfzmIF8EUd00VvJVObj,1pONfzmIF8EUd00VvJVObj,Electric Bloom,Foals,2008,-6.949,minor,2000
spotify:track:5MRlFck7IT3wOyHpV1WzXx,5MRlFck7IT3wOyHpV1WzXx,Meu Primeiro Amor,Gabrielzinho Do Irajá,2006,-8.646,major,2000
spotify:track:62CbuWCUyrgynQAw7R5UQc,62CbuWCUyrgynQAw7R5UQc,Struggle for the freedom flag,GALNERYUS,2003,-1.718,minor,2000
spotify:track:6xNrkmefXamZeNuruDCQn3,6xNrkmefXamZeNuruDCQn3,I'll Come Running Back To You,The Soul Stirrers,2002,-20.535,major,2000
spotify:track:6aKdvvCe5yDuiCdClTvHQl,6aKdvvCe5yDuiCdClTvHQl,Verdadeira Embolada,Marianna Leporace,2000,-10.041,major,2000
spotify:track:67yrPIw3zIMxhiVywjj3SV,67yrPIw3zIMxhiVywjj3SV,Die Macht der 5 Sekunden,Audio Kollaps,2002,-4.955,minor,2000
spotify:track:14dbff2yRXknBxnmYFmMF9,14dbff2yRXknBxnmYFmMF9,Tiare Tahiti,Uji 'Oma'oma'o,2008,-18.761,major,2000
spotify:track:2ZffPWvvDaI62YZCvuT0w9,2ZffPWvvDaI62YZCvuT0w9,This November,Tim Barry,2008,-6.484,major,2000
spotify:track:7AwsNy3BhmKnN3cJrtpRCG,7AwsNy3BhmKnN3cJrtpRCG,"Goldberg Variations, BWV 988: Var. 19",Johann Sebastian Bach,2000,-29.888,major,2000
spotify:track:37DqQsL2FJ2eaiqmwrWENn,37DqQsL2FJ2eaiqmwrWENn,Lazy (feat. David Byrne) - Moto Blanco Dub,X-Press 2,2002,-8.032,major,2000
spotify:track:0eXpvoN6ReEXq8jAMDOxxD,0eXpvoN6ReEXq8jAMDOxxD,Could I Have This Dance,Anne Murray,2008,-8.738,major,2000
spotify:track:5fOCo26p2IFbQQGhPENAXY,5fOCo26p2IFbQQGhPENAXY,Sal Niña,Juancho Style,2004,-7.77,major,2000
spotify:track:54Q0UMQdTtmXTKgga5CRt0,54Q0UMQdTtmXTKgga5CRt0,Vernis',Tamara Tsereteli,2001,-16.773,minor,2000
spotify:track:5gYzF6YWU561rtl24jyO2R,5gYzF6YWU561rtl24jyO2R,Inna Dem Ting Deh - Live,Morgan Heritage,2006,-5.676,minor,2000
spotify:track:1yH6ZLCrknkZ57FqyxhgZX,1yH6ZLCrknkZ57FqyxhgZX,Phos,MENTA,2000,-9.018,major,2000
spotify:track:3z46T61G4tpHrGUWRjFhO9,3z46T61G4tpHrGUWRjFhO9,Auê - Ao Vivo,Canários do Reino,2002,-3.111,major,2000
spotify:track:2YTHU232MR3QRt5yqeymv5,2YTHU232MR3QRt5yqeymv5,Willie Loman,Ed Gein,2002,-6.514,major,2000
spotify:track:3rk6aqGFLGrpHDHoEOFHsa,3rk6aqGFLGrpHDHoEOFHsa,Been It - Radio Edit,The Cardigans,2008,-3.922,major,2000
spotify:track:6XtkqEJX0DD3VEIcZZAYwX,6XtkqEJX0DD3VEIcZZAYwX,The Darkness,The Cat Empire,2007,-4.596,major,2000
spotify:track:6Cnu4snPXdjzc6gfyDyB5G,6Cnu4snPXdjzc6gfyDyB5G,Piano Tool,Milk & Sugar,2003,-12.533,major,2000
spotify:track:00gD28LaXdXI2a74wgrNYR,00gD28LaXdXI2a74wgrNYR,Darkness Prevails,Devil Sold His Soul,2005,-6.367,minor,2000
spotify:track:3ih0IL7RpySJsajiXjYiwQ,3ih0IL7RpySJsajiXjYiwQ,Baby Won't You Let Me Rock n' Roll You,Ten Years After,2000,-8.427,major,2000
spotify:track:1jHDHz98eENpUifUqqUSOg,1jHDHz98eENpUifUqqUSOg,Luz de Candeeiro,Dominguinhos,2001,-8.73,major,2000
spotify:track:3kAodYzlPSTPYUuuWHavDS,3kAodYzlPSTPYUuuWHavDS,La Caida y la Gloria,Salon Victoria,2003,-6.16,major,2000
spotify:track:5LkSkYxT5K2YYZCEk52edl,5LkSkYxT5K2YYZCEk52edl,Golubye glaza,Nikolay Nikitskiy,2002,-11.098,minor,2000
spotify:track:2nVl1LMq6Cye8NDm8ved0U,2nVl1LMq6Cye8NDm8ved0U,Los tambores,Danza Invisible,2001,-4.23,major,2000
spotify:track:6AZC3FioC9BTbstMqznS1y,6AZC3FioC9BTbstMqznS1y,It's Alright,Echo & the Bunnymen,2001,-6.464,minor,2000
spotify:track:6mkKzDmCroY3YsfWWJzFYw,6mkKzDmCroY3YsfWWJzFYw,Fire - Edit Remastered,The Prodigy,2008,-5.511,major,2000
spotify:track:2YbOZqwVqjbwatMJunlzVV,2YbOZqwVqjbwatMJunlzVV,Cadeira de Bar,Noite Ilustrada,2001,-14.241,minor,2000
spotify:track:0ZWh9X1hok5hD7B1YvFOaK,0ZWh9X1hok5hD7B1YvFOaK,Mindathedi,Sujatha,2005,-9.166,major,2000
spotify:track:4mDd5GLDshMr3HVBroBC6J,4mDd5GLDshMr3HVBroBC6J,It's Your Thing,LaWanda Page,2000,-13.473,major,2000
spotify:track:5euDb8KdOconOarPzW9pZm,5euDb8KdOconOarPzW9pZm,Yes! Yes! Yes!,Foxy Shazam,2008,-3.069,minor,2000
spotify:track:6FUYdRxGA1Dawu0aUc6nKM,6FUYdRxGA1Dawu0aUc6nKM,Similarity,Ben Klock,2008,-14.987,major,2000
spotify:track:0xP5kC9fdXfKrgY2Dyp0sx,0xP5kC9fdXfKrgY2Dyp0sx,Get Down (feat. Kenny Dope & DJ Sneak & Terry Hunter & Tara McDonald) - Kenny Dope Mix,Todd Terry All Stars,2008,-7.121,minor,2000
spotify:track:15LXBuIwPb1ljJhUcztry9,15LXBuIwPb1ljJhUcztry9,オタスケマンの歌 (タイムボカンシリーズ オタスケマン),ANIMETAL,2003,-2.27,minor,2000
spotify:track:0u2HKivgWIuaa7eECsPuYC,0u2HKivgWIuaa7eECsPuYC,Mandocello - Live,Cheap Trick,2004,-5.142,major,2000
spotify:track:07HhvYazaf4LyXNKpmDb5J,07HhvYazaf4LyXNKpmDb5J,Si tú no vuelves,Ana Torroja,2000,-7.814,major,2000
